week	unique_name	time_hours	OD	curve_id	biomass	biomass_ml
6	NQ old YPD_rep_C	22.5	0.863	curve_9	9465483	47327415
6	NQ old YPD_rep_C	23	0.8625	curve_9	9460644	47303220
6	NQ old YPD_rep_C	23.5	0.865	curve_9	9484749	47423745
6	Q H2O_rep_E	0.5	0.41	curve_10	3084417	15422085
6	Q H2O_rep_E	1	0.43	curve_10	3376010	16880050
6	Q H2O_rep_E	1.5	0.4525	curve_10	3710767	18553835
6	Q H2O_rep_E	2	0.43	curve_10	3376010	16880050
6	Q H2O_rep_E	2.5	0.45	curve_10	3673260	18366300
6	Q H2O_rep_E	3	0.4625	curve_10	3861491	19307455
6	Q H2O_rep_E	3.5	0.453	curve_10	3718277	18591385
6	Q H2O_rep_E	4	0.4345	curve_10	3442432	17212160
6	Q H2O_rep_E	4.5	0.4755	curve_10	4058949	20294745
6	Q H2O_rep_E	5	0.4375	curve_10	3486867	17434335
6	Q H2O_rep_E	5.5	0.4475	curve_10	3635827	18179135
6	Q H2O_rep_E	6	0.4705	curve_10	3982815	19914075
6	Q H2O_rep_E	6.5	0.5005	curve_10	4442588	22212940
6	Q H2O_rep_E	7	0.5355	curve_10	4985286	24926430
6	Q H2O_rep_E	7.5	0.577	curve_10	5630834	28154170
6	Q H2O_rep_E	8	0.626	curve_10	6384864	31924320
6	Q H2O_rep_E	8.5	0.6835	curve_10	7240376	36201880
6	Q H2O_rep_E	9	0.745	curve_10	8095917	40479585
6	Q H2O_rep_E	9.5	0.8055	curve_10	8851215	44256075
6	Q H2O_rep_E	10	0.861	curve_10	9446068	47230340
6	Q H2O_rep_E	10.5	0.91	curve_10	9876493	49382465
6	Q H2O_rep_E	11	0.9555	curve_10	10183780	50918900
6	Q H2O_rep_E	11.5	0.9785	curve_10	10301576	51507880
6	Q H2O_rep_E	12	0.984	curve_10	10325779	51628895
6	Q H2O_rep_E	12.5	0.988	curve_10	10342396	51711980
6	Q H2O_rep_E	13	0.9885	curve_10	10344414	51722070
6	Q H2O_rep_E	13.5	0.9925	curve_10	10360087	51800435
6	Q H2O_rep_E	14	0.992	curve_10	10358174	51790870
6	Q H2O_rep_E	14.5	0.995	curve_10	10369453	51847265
6	Q H2O_rep_E	15	0.9955	curve_10	10371286	51856430
6	Q H2O_rep_E	15.5	0.993	curve_10	10361987	51809935
6	Q H2O_rep_E	16	0.993	curve_10	10361987	51809935
6	Q H2O_rep_E	16.5	0.996	curve_10	10373106	51865530
6	Q H2O_rep_E	17	0.9975	curve_10	10378486	51892430
6	Q H2O_rep_E	17.5	0.999	curve_10	10383745	51918725
6	Q H2O_rep_E	18	1.0005	curve_10	10388883	51944415
6	Q H2O_rep_E	18.5	1.0005	curve_10	10388883	51944415
6	Q H2O_rep_E	19	1.0015	curve_10	10392241	51961205
6	Q H2O_rep_E	19.5	1.0015	curve_10	10392241	51961205
6	Q H2O_rep_E	20	1.003	curve_10	10397177	51985885
6	Q H2O_rep_E	20.5	1.0045	curve_10	10401991	52009955
6	Q H2O_rep_E	21	1.0035	curve_10	10398795	51993975
6	Q H2O_rep_E	21.5	1.0055	curve_10	10405132	52025660
6	Q H2O_rep_E	22	1.007	curve_10	10409742	52048710
6	Q H2O_rep_E	22.5	1.007	curve_10	10409742	52048710
6	Q H2O_rep_E	23	1.008	curve_10	10412747	52063735
6	Q H2O_rep_E	23.5	1.008	curve_10	10412747	52063735
6	NQ H2O_rep_A	0.5	0.271	curve_11	1292785	6463925
6	NQ H2O_rep_A	1	0.264	curve_11	1216796	6083980
6	NQ H2O_rep_A	1.5	0.2605	curve_11	1179423	5897115
6	NQ H2O_rep_A	2	0.2615	curve_11	1190058	5950290
6	NQ H2O_rep_A	2.5	0.2605	curve_11	1179423	5897115
6	NQ H2O_rep_A	3	0.2605	curve_11	1179423	5897115
6	NQ H2O_rep_A	3.5	0.262	curve_11	1195389	5976945
6	NQ H2O_rep_A	4	0.2615	curve_11	1190058	5950290
6	NQ H2O_rep_A	4.5	0.263	curve_11	1206075	6030375
6	NQ H2O_rep_A	5	0.2635	curve_11	1211431	6057155
6	NQ H2O_rep_A	5.5	0.264	curve_11	1216796	6083980
6	NQ H2O_rep_A	6	0.268	curve_11	1260017	6300085
6	NQ H2O_rep_A	6.5	0.265	curve_11	1227551	6137755
6	NQ H2O_rep_A	7	0.266	curve_11	1238339	6191695
6	NQ H2O_rep_A	7.5	0.2655	curve_11	1232941	6164705
6	NQ H2O_rep_A	8	0.267	curve_11	1249161	6245805
6	NQ H2O_rep_A	8.5	0.266	curve_11	1238339	6191695
6	NQ H2O_rep_A	9	0.267	curve_11	1249161	6245805
6	NQ H2O_rep_A	9.5	0.2675	curve_11	1254585	6272925
6	NQ H2O_rep_A	10	0.2685	curve_11	1265458	6327290
6	NQ H2O_rep_A	10.5	0.268	curve_11	1260017	6300085
6	NQ H2O_rep_A	11	0.269	curve_11	1270906	6354530
6	NQ H2O_rep_A	11.5	0.269	curve_11	1270906	6354530
6	NQ H2O_rep_A	12	0.269	curve_11	1270906	6354530
6	NQ H2O_rep_A	12.5	0.2695	curve_11	1276364	6381820
6	NQ H2O_rep_A	13	0.2715	curve_11	1298275	6491375
6	NQ H2O_rep_A	13.5	0.2715	curve_11	1298275	6491375
6	NQ H2O_rep_A	14	0.272	curve_11	1303774	6518870
6	NQ H2O_rep_A	14.5	0.275	curve_11	1336938	6684690
6	NQ H2O_rep_A	15	0.276	curve_11	1348058	6740290
6	NQ H2O_rep_A	15.5	0.279	curve_11	1381614	6908070
6	NQ H2O_rep_A	16	0.281	curve_11	1404145	7020725
6	NQ H2O_rep_A	16.5	0.2855	curve_11	1455305	7276525
6	NQ H2O_rep_A	17	0.2895	curve_11	1501315	7506575
6	NQ H2O_rep_A	17.5	0.2955	curve_11	1571254	7856270
6	NQ H2O_rep_A	18	0.3005	curve_11	1630368	8151840
6	NQ H2O_rep_A	18.5	0.3095	curve_11	1738627	8693135
6	NQ H2O_rep_A	19	0.3205	curve_11	1874072	9370360
6	NQ H2O_rep_A	19.5	0.3325	curve_11	2025579	10127895
6	NQ H2O_rep_A	20	0.348	curve_11	2226739	11133695
6	NQ H2O_rep_A	20.5	0.3665	curve_11	2474320	12371600
6	NQ H2O_rep_A	21	0.3895	curve_11	2792403	13962015
6	NQ H2O_rep_A	21.5	0.4175	curve_11	3193041	15965205
6	NQ H2O_rep_A	22	0.4495	curve_11	3665768	18328840
6	NQ H2O_rep_A	22.5	0.4835	curve_11	4181210	20906050
6	NQ H2O_rep_A	23	0.5195	curve_11	4736651	23683255
6	NQ H2O_rep_A	23.5	0.5625	curve_11	5405510	27027550
